,string,position
1044,рсу адправіліся ў,8
1045,рсу азербайджан і,13
1046,рсу грацыі і,6
1047,рсу прайшла 20,10
1048,ошт новых заб,5
1049,ошт станоўчых тэн,8
1050,шык валют на,7
1051,ыка прыкладна ў,6
1052,іка выдаўся ў,5
1053,іка парадуе бел,7
1054,іку складзе ў,10
1055,аін еўрасаюза ў,4
1056,аін сумесных пра,7
1057,іна будзе пры,5
1058,нах еўрасаюза гэт,10
1059,іне ўласных кры,6
1060,іны выбудоўваць адн,9
1061,іны павялічыліся за,5
1062,рок насустрач бел,7
1063,рок насустрач ес,7
1064,рок насустрач і,7
1065,рок яшчэ бол,7
1066,окі еўрасаюза як,10
1067,вых санкцый у,5
1068,уды пералічваліся гро,9
1069,амі аднаго са,9
1070,алы алёна янк,6
1071,нне дазволена тол,8
1072,юра выканана ў,5
1073,юра стала пер,6
1074,юры будуць уво,5
1075,юры намаляваны маг,11
1076,рса віцебскага дзя,5
1077,рса факультэта мен,11
1078,рсе нацбанка на,8
1079,рын эштан дад,4
1080,рын эштан рас,4
1081,рын эштан ска,4
1082,маў перавышае лет,11
1083,нне транспартнымі сро,10
1084,ння валавым зне,5
1085,ння знешнім доў,6
1086,нік дзяржавы адз,9
1087,нік дзяржавы заб,9
1088,нік камітэта звя,9
1089,іка нацыянальнага бан,10
1090,коў прадпрыемстваў рэа,11
1091,коў ячэек выя,6
1092,ікі рэгіянальных ячэ,10
1093,ючы орган рад,4
1094,пам гэтай кам,5
1095,екі прадаюцца ў,9
1096,екі разам з,5
1097,кім раёне ў,6
1098,яга конкурсу азе,5
1099,тні расклад рэй,9
1100,нім раскладзе рэй,9
1101,ікі прымусу і,6
1102,нку зрабіць кро,8
1103,нкі ніяк не,6
1104,юбы момант пры,5
1105,юбы разважны пал,8
1106,яць сваю кра,7
1107,яць усё кан,6
1108,дзі адчулі пал,7
1109,ага даверчыя гра,7
1110,тым беларусы ў,9
1111,тым гэтага год,5
1112,тым зарплата пав,9
1113,тым намінальная нал,9
1114,тым прэзідэнт бел,10
1115,гка знайсці пры,6
1116,нне ўдзельнікаў кон,7
1117,дар грамадзянскай кам,11
1118,ара аляксандра лук,9
1119,іку інфармацыю аб,10
1120,тве абмеркаванні пра,12
1121,твы аўдронюс ажу,8
1122,ыць важнай пер,5
1123,ыць сярэднюю зар,7
1124,ыць уладзімір няк,9
1125,ага хутчэй уве,8
1126,гла адразу ўсё,7
1127,глі выбіраць рэй,9
1128,глі пакінуць кве,5
1129,глі рэальна аца,6
1130,агу даволі без,7
1131,агу цалкам без,5
1132,ыма нават цал,5
1133,ага ўраджаю пры,9
1134,сць зарабіць нар,9
1135,сць стварэння на,9
1136,сць узмацнення дып,10
1137,ямі эканомікі бел,8
1138,сці беларусі і,9
1139,сці вылучэння ў,9
1140,сці нашы еўр,5
1141,мых інструментах мін,11
1142,нка алена лан,6
1143,скі абласны мас,10
1144,ным бізнесам звя,5
1145,мае намер пра,5
1146,мае намер пра,7
1147,мае намер уве,5
1148,мае намеру абм,7
1149,мае ніякіх асн,6
1150,мае свае пра,7
1151,най сітуацыі ў,8
1152,ьна магчымага ўра,8
1153,дых людзей пры,8
1154,дыя вучоныя і,7
1155,таж пастаяннага мем,9
1156,ару адкрыць сва,8
1157,ару працаваць у,10
1158,кай музей ім.,7
1159,маю праблему з,9
1160,юць дачыненне да,9
1161,юць кантакты ў,8
1162,юць намер пра,5
1163,юць намер пры,7
1164,юць намер уне,5
1165,чых адбыцца пла,7
1166,аіх сяброў бел,8
1167,жах кліматычнай нор,10
1168,жах сярэдніх шма,7
1169,іта асабістая пом,8
1170,іта гэтую сум,5
1171,іта гэтыя дзв,5
1172,іта дакладнае зем,8
1173,нту беларускага дзя,9
1174,рам нацбанка і,8
1175,еры дапамогуць заб,9
1176,еры нацбанка буд,8
1177,еры пакарання за,9
1178,цах адпачынку ля,9
1179,сцы трагедыі был,8
1180,іяй міжнароднага вал,10
1181,тро дзмітрыю кан,7
1182,тро уладзіслава кав,12
1183,ных прагнозаў рэс,9
1184,мзс краін ес,7
1185,мзс краін еўр,7
1186,мне атрымалася нат,9
1187,мне будзе дас,5
1188,мне гэта не,5
1189,мне паступіла нек,10
1190,мне раней не,7
1191,мне расказвалі аб,8
1192,гіх дзіцячых уст,8
1193,гіх краінах еўр,7
1194,тва званкоў з-з,9
1195,мнс ачысцілі гар,6
1196,ова зусім не,7
1197,ова мёртвая і,5
1198,ова падобная да,7
1199,ожа вяршыцца за,8
1200,ожа дазволіць ска,8
1201,ожа здарыцца ўжо,6
1202,ожа размаўляць па-,11
1203,жна размаўляць пра,11
1204,ант прыняць раш,8
1205,цны вецер абр,5
1206,цны палітычны і,9
1207,ную сітуацыю ў,8
1208,ына гуляў па,7
1209,чны прадзюсер і,9
1210,мы асуджаем гэт,8
1211,мы вельмі аку,4
1212,мы выказваем сва,6
1213,мы вымушаны неа,4
1214,мы жывыя і,6
1215,мы маглі б,7
1216,мы пасылаем адн,8
1217,мы прапануем інт,9
1218,мы прынялі раш,7
1219,мы робім гэт,4
1220,мы стараемся ўлі,7
1221,мы таксама пав,7
1222,мы часта рух,4
1223,тай вывучэння маг,9
1224,эты кіраўнік дзя,10
1225,яне паверылі блі,7
1226,ага валютнага фон,7
1227,ага міжуніверсітэцкага кон,16
1228,ага пакта аб,5
1229,ным конкурсе пес,5
1230,ымі арганізацыямі гэт,11
1231,ных справах еўр,7
1232,ных фінансавых арг,7
1233,ныя фінансавыя арг,7
1234,ага конкурсу гра,5
1235,ных угнаенняў і,8
1236,оды алена пен,6
1237,оды беларусі вым,9
1238,ску адбыўся 11,7
1239,ску было 22,5
1240,кім метро дзм,8
1241,кім метро ула,8
1242,кіх тэрарыстаў дзм,9
1243,лыя суткі на,5
1244,фін будуць пас,5
1245,нам парадку ўлі,7
1246,укі маглі пак,8
1247,аць апрацоўку гле,9
1248,цыі рызык зне,5
1249,стр аховы зда,6
1250,стр замежных спр,7
1251,тра аховы зда,6
1252,тра прыродных рэс,8
1253,тра інтэлектуальнай эка,13
1254,раў замежных спр,7
1255,тры абмяркуюць маг,10
1256,тва замежных спр,7
1257,тве эканомікі бел,8
1258,сій міжнародных фін,10
1259,на адным бак,6
1260,на асноўным рын,6
1261,на асобных зем,5
1262,на беларускай мов,8
1263,на беларускі пра,8
1264,на беразе бяр,4
1265,на віцебшчыне вец,4
1266,на гэтых люд,4
1267,на дакрызісны ў,7
1268,на дарогах бел,6
1269,на дарогах кра,6
1270,на думку аўд,4
1271,на думку ула,4
1272,на дыпламатычныя кры,11
1273,на запаволенне інф,8
1274,на зніжэнне пас,5
1275,на каверзныя пыт,4
1276,на канструктыўны дыя,12
1277,на кастынг кон,4
1278,на конкурс пае,4
1279,на летні рас,4
1280,на месцы тра,4
1281,на месяц ва,4
1282,на мове сва,4
1283,на навакольнае ася,8
1284,на некаторы час,8
1285,на некаторых пра,4
1286,на нядаўнім сам,6
1287,на падтрыманне цэн,10
1288,на пасяджэнні кам,9
1289,на пасяджэнні сав,6
1290,на пасяджэнні сав,9
1291,на прадпрыемствах бел,10
1292,на прапановы бел,9
1293,на працягу год,7
1294,на працягу нек,7
1295,на просьбы сяб,5
1296,на прыведзены ў,7
1297,на разглядзе зна,8
1298,на разглядзе кам,8
1299,на раўнапраўных умо,10
1300,на самой спр,4
1301,на стандартным узр,8
1302,на станцыю мет,5
1303,на станцыі мет,5
1304,на сустрэчы кір,8
1305,на сябе адз,6
1306,на тавары і,6
1307,на тэлеграфе існ,9
1308,на тэрыторыю еўр,8
1309,на тэрыторыі бел,8
1310,на тэхналогіі пра,9
1311,на шляху да,7
1312,на яго сле,5
1313,на яе адв,4
1314,на якой ста,5
1315,на якім узр,5
1316,на ўваходзе на,7
1317,на ўвядзенне рэа,8
1318,на ўзровень нам,3
1319,"на ўзроўні 2,6",6
1320,на ўмовах ана,5
1321,на ўнутраным вал,5
1322,на ўсталяванне асо,10
1323,ццё акцый стр,4
1324,ццё акцый сум,4
1325,ага асяроддзя віт,8
1326,нае асяроддзе ў,8
1327,ват падтрымка кра,9
1328,ват цалкам зам,8
1329,ага цэнтра нан,5
1330,вай рабоце нав,7
1331,вай рабоце і,7
1332,выя дасягненні бел,10
1333,укі былі пры,7
1334,вае сітуацыю ў,8
1335,оды астравецкай аэс,10
1336,оды будаўніцтва аэс,10
1337,над беларускімі пал,9
1338,над попытам на,5
1339,над якімі мы,6
1340,сць выкананне кір,9
1341,льш актыўных яе,7
1342,шая юрыдычная кар,8
1343,ерш хачу ста,7
1344,най рашучасці ў,7
1345,най сярэдняй зар,7
1346,ная сярэднямесячная зар,12
1347,ная сярэдняя зар,7
1348,ная сярэдняя зар,7
1349,аны калаж з,7
1350,аны магілёўскі абл,9
1351,мер праводзіць дву,8
1352,мер працягваць пра,8
1353,мер працягнуць паш,11
1354,мер прывесці пак,8
1355,мер увесці нов,6
1356,мер унесці кал,6
1357,еру абмяжоўвацца ўве,9
1358,нік генеральнага дыр,9
1359,нік міністра пры,7
1360,іка генеральнага дыр,9
1361,кам міністра інт,7
1362,най налічанай сяр,7
1363,ная налічаная сяр,7
1364,нан беларусі па,9
1365,каў яе ўда,5
1366,дні алімпійскіх гул,9
1367,ныя грошы для,6
1368,цыі адносін і,7
1369,род размаўляў па-,11
1370,нас амаль уве,6
1371,нас беларускай вуч,9
1372,нас вельмі важ,5
1373,ных пунктаў зас,5
1374,ных пунктаў у,5
1375,ным разам я,5
1376,рач беларускаму рэж,9
1377,анк беларусі ана,9
1378,анк праводзіць ана,8
1379,нка будуць нак,5
1380,нку гэтую дын,5
1381,нку звяртаюць ува,9
1382,ага агенцтва інв,6
1383,ага банка бел,5
1384,ага банка над,5
1385,ага фіналу між,7
1386,нае агенцтва інв,6
1387,ным агенцтвам інв,6
1388,ных касцюмах і,8
1389,нік аддзела мет,8
1390,нік аддзела інф,8
1391,нік упраўлення інф,10
1392,ная тэмпература ў,12
1393,шай агульнай мэт,6
1394,шай краіне ўла,7
1395,ашу краіну ў,7
1396,ашы еўрапейскія пар,9
1397,ашы кліенты маг,7
1398,шых пасажыраў і,9
1399,не аддавалі спр,8
1400,не бачыць неа,4
1401,не будуць мян,4
1402,не было нія,6
1403,не былі пар,4
1404,не ведаеш доб,4
1405,не ведаю дак,4
1406,не веру ў,4
1407,не выдаюць цел,7
1408,не дапусціла бел,9
1409,не з'яўляюцца адз,8
1410,не забяспечыць яму,9
1411,не закрануць кам,9
1412,не змагла пра,5
1413,не змаглі яго,8
1414,не любяць рус,4
1415,не магла з,7
1416,не магла зра,7
1417,не магла пад,7
1418,не маглі рэа,7
1419,не мае нам,4
1420,не мае нія,4
1421,не мае роз,4
1422,не можа быц,4
1423,не можа вяр,4
1424,не можа вяр,4
1425,не можа раз,4
1426,не паведамляюць мес,11
1427,не пагаршаць няп,9
1428,не пазбавіцца ўкл,7
1429,не пайшоў на,7
1430,не пакінула сва,6
1431,не планую звя,7
1432,не прагназуюць ана,10
1433,не праявіў нал,8
1434,не проста пав,5
1435,не прынясе ана,9
1436,не размаўляе на,10
1437,не рэагуе на,7
1438,не рэагуючы на,7
1439,не спрыяюць выр,7
1440,не спынялі сва,7
1441,не такая ўжо,6
1442,не такія мёр,6
1443,не толькі для,4
1444,не толькі пыт,4
1445,не толькі эру,4
1446,не хапала ўпэ,6
1447,сці беларусь мож,9
1448,дна прыступіць да,11
1449,дна ўвесці мар,6
1450,нні беларускім бок,9
1451,ных фінансавых апе,7
1452,кія асновы бел,7
1453,ькі дзясяткаў тыс,8
1454,ькі прапаноў ад,10
1455,ькі сірыйскіх інв,7
1456,рых прадпрыемствах зар,11
1457,рыя банкаматы бан,10
1458,ага высокапастаўленага пра,14
1459,нны судовы раз,7
1460,най сустрэчы кір,9
1461,вай фінансавай пір,7
1462,вая купюра ста,7
1463,вую банкноту 12,9
1464,вую версію пес,5
1465,выя купюры буд,7
1466,выя напрамкі пал,8
1467,выя санкцыі суп,5
1468,вік высвятлялі апо,11
1469,нім саміце ў,5
1470,яеў разглядае кро,11
1471,тыя адносіны з,7
1472,ных выпадкаў у,5
1473,кай інжынірынгавай кам,9
1474,кіх асноваў са,7
1475,кіх праблемаў іх,9
1476,ган рады еўр,5
1477,яны мужчына гул,8
1478,па адчувальных для,8
1479,па ажыццяўленні кан,11
1480,па беларускім тэл,8
1481,па будаўніцтве бел,9
1482,па бульбаводстве і,10
1483,па вонкавым аба,4
1484,па выпуску лек,4
1485,па вырашэнні спр,8
1486,па вырашэнні спр,8
1487,па віцебскай воб,4
1488,па гродзенскай воб,5
1489,па дадзеных бел,7
1490,па дадзеных сле,4
1491,па даручэнні пра,8
1492,па досведзе так,4
1493,па дэпазітах у,8
1494,па задуме арг,6
1495,па замежных спр,6
1496,па збліжэнні бел,8
1497,па земляробстве дзм,9
1498,па курсе нац,4
1499,па летнім рас,4
1500,па лёдзе ў,4
1501,па метадалогіі мвф,10
1502,па міжнародных спр,9
1503,па навуковай раб,8
1504,па паведамленнях еўр,11
1505,па паведамленні укд,11
1506,па пагашэнні і,8
1507,па правах чал,7
1508,па прасоўванні ган,10
1509,па пытаннях ввд,6
1510,па рэалізацыі кан,9
1511,па словах але,5
1512,па словах віц,7
1513,па словах лід,5
1514,па словах мін,5
1515,па словах пра,7
1516,па словах экс,5
1517,па стварэнні сум,8
1518,па сусветных мер,7
1519,па сцэне ажн,5
1520,па тонкім лёд,4
1521,па інфармацыі даі,9
1522,па інфармацыі нам,9
1523,па ўліку ввд,5
1524,цку друкаваліся кні,10
1525,цку прапаведвалі ў,10
1526,цаў выйсці на,5
1527,нях еўрапейскіх дып,9
1528,ляе беларуская слу,9
1529,юць месца іх,5
1530,міў намеснік ген,7
1531,ылі блізкія люд,6
1532,тра прагрэецца да,9
1533,дле аператыўных дад,10
1534,дле афіцыйнай ста,8
1535,дле дасягнутых дам,7
1536,дле прагнозаў бел,9
1537,дле справаздачы нац,12
1538,дле яго сло,6
1539,дле яе сло,5
1540,нне інфармаванасці кір,12
1541,ння якасці ана,4
1542,вае колькасць рэй,5
1543,вае частату вык,10
1544,нна была рас,7
1545,нны вызваліць гэт,5
1546,нны выйсці на,5
1547,нны дазволіць ім,8
1548,нны накіраваць ва,11
1549,нны прыйсці да,6
1550,аць няпростыя адн,8
1551,пад асаблівым кан,9
1552,пад мужчынам пра,8
1553,пад нумарам 19,5
1554,пад пастаяннай аку,9
1555,ала адпаведныя дак,9
1556,ння прадуктовага кош,11
1557,ючы адпаведную інф,9
1558,нні пашкодзіў сто,8
1559,ваў беларусаў і,9
1560,ася студэнтка трэ,8
1561,ліў дзмітрый луж,7
1562,ныя дакументы існ,9
1563,ныя парушэнні з,9
1564,ала мемарандум аб,9
1565,вае смяротныя пры,8
1566,ўку прагнозу аб,9
1567,туе рэкамендацыі па,12
1568,нне цэнавай і,5
1569,мка крамля не,9
1570,мку сірыі ў,5
1571,мкі відавочна нед,9
1572,час конкурсу яны,5
1573,час нефармальнай сус,10
1574,час разгляду ска,9
1575,дзе магіляўчанка але,9
1576,нні нашых пас,5
1577,жар нацыянальнага адр,10
1578,цца ўкладзеных ран,7
1579,ней з'явілася інф,8
1580,зык арганізацыямі з,11
1581,цыю вельмі ясн,5
1582,цыя камітэта па,9
1583,чык прадукцыйнасці пра,11
1584,каў сведчыць аб,6
1585,каў эканамічнай бяс,10
1586,нне штрафам да,7
1587,ння з'яўляецца пар,9
1588,ння уладзіслава кав,12
1589,нні дзмітрыя кан,7
1590,ькі скарга ула,6
1591,ула сваю іні,7
1592,уць кветкі і,6
1593,няў канвенцыі эсп,8
1594,ага дзяржаўнага ўні,9
1595,ова красавіка пар,8
1596,оне канфліктнага мыс,9
1597,нне сітуацыі ў,8
1598,нем стану зне,6
1599,няў стане ўжо,6
1600,тык зойме бок,5
1601,ыку еўрасаюза ў,10
1602,ыкі знаходзяцца ў,8
1603,ыкі сацыяльна-эканамічнага раз,20
1604,ыцы бяспекі кэт,8
1605,ную волю ўрэ,5
1606,чны сігнал адн,8
1607,ных лідараў еўр,5
1608,між беларуссю і,9
1609,між гэтымі дву,5
1610,між мінскам і,5
1611,ала нервовая абс,8
1612,сіў беларускія ўла,9
1613,кіх зборных бел,6
1614,дку ўліку і,6
1615,дуе беларусаў цёп,9
1616,ьны палітычны сіг,9
1617,ёры былі заг,7
1618,нем міжнароднага пак,10
1619,нні дамовы па,7
1620,нні міжнародных аба,10
1621,нні сваіх юры,7
1622,ваў ветру сіл,5
1623,лоў дзевяці дзя,10
1624,сля прывядзення ў,11
1625,ова таксама пра,8
1626,ове савета мін,7
1627,нна прыцягваць між,8
1628,най мэты кір,7
1629,ала мноства зва,6
1630,сыл беларускаму бок,9
1631,лае вельмі ясн,5
1632,лае ясны сіг,4
1633,аем адны і,7
1634,нні камітэту па,9
1635,нні савет мін,7
1636,нні савета мін,7
1637,ула шасцігадовая дзя,12
1638,лых былі ў,7
1639,нне сіноптыкі пра,7
1640,юць супрацьпраўны хар,13
1641,ала кампанію суп,8
1642,алі карыстацца бел,10
1643,алі мантаж пас,8
1644,кам года ўма,5
1645,тку года бел,5
1646,тку правядзення ў,11
1647,аць размаўляць па-,11
1648,аны дахі дву,5
1649,рыў візавыя і,5
1650,рыў санкцыі ў,5
1651,нне кропкавых сан,6
1652,нні санкцый суп,5
1653,вай карэі dae,7
1654,вая карэя хоч,7
1655,юль чула тол,5
1656,але выступяць так,5
1657,пдр прыцягнулі 707,11
1658,язь абвінаваціла літ,11
1659,най доляй дзя,5
1660,сці сродкі з,6
1661,кам алімпійскіх і,9
1662,нне хуткасці да,5
1663,нем прапановы зам,10
1664,яла гэтую сум,5
1665,жца леташняга кон,10
1666,ывы нармалізацыі адн,12
1667,ывы інвестсупрацоўніцтва бел,16
1668,ўны кірунак не,7
1669,шай беларускай кас,9
1670,шай віцэ-каралевы вяс,14
1671,іца факультэта бан,7
1672,іца эканамічнага фак,10
1673,шая палова кра,7
1674,шую чаргу дзі,8
1675,шую чаргу паж,8
1676,ршы віцэ-прэм'ер бел,14
1677,ршы намеснік мін,7
1678,шым крокам на,6
1679,шым паўгоддзі 201,8
1680,шым пратэставаў бан,13
1681,шых датах кра,5
1682,ыяд авіякампанія пав,12
1683,ыяд адпачынкаў наш,9
1684,ным конкурсе буд,8
1685,сні адмыслова для,10
1686,лан мерапрыемстваў па,11
1687,лан уключае раз,9
1688,нні будаўніцтва аэс,10
1689,нуе забараніць пас,11
1690,нуе перайсці да,7
1691,ную звязваць жыц,6
1692,юць заключыць паг,8
1693,юць закупіць у,7
1694,юць заняцца сум,7
1695,юць звязаць сва,8
1696,тве вадзіма мах,8
1697,піс цяперашняй кір,7
1698,ага дзяржаўнага ўні,9
1699,ста дыктавала ары,10
1700,тым удзельнічала ў,7
1701,уку формулы пры,5
1702,ўны пераход да,9
1703,пра аэс пад,5
1704,пра гэта 21,5
1705,пра гэта 23,5
1706,пра гэта гав,5
1707,пра гэта пав,5
1708,пра гэта пав,5
1709,пра гэта рас,5
1710,пра несумленны суд,10
1711,пра палітыку еўр,7
1712,пра перамогу не,9
1713,ема вызвалення бел,10
1714,ема працаўладкавання мол,16
1715,еме вызвалення пал,10
1716,вах чалавека аан,9
1717,вах чалавека з,9
1718,вах чалавека з'я,9
1719,вах чалавека ў,9
1720,най спецаперацыі кан,12
1721,цца апытанні най,8
1722,іць аналіз зне,6
1723,іць двухбаковыя кан,11
1724,ння збалансаванай мак,13
1725,нні двухбаковых кан,11
1726,цца банкаўскія рах,5
1727,вёў перамовы з,9
1728,віл абгону і,7
1729,лаў дарожнага рух,7
1730,ьны адказ тут,7
1731,юць анамальнага кра,8
1732,ноз будзе ўда,5
1733,ноз з'яўляецца пап,9
1734,зам гідраметцэнтра рас,13
1735,заў беларускіх сін,9
1736,заў рэспубліканскага гід,13
1737,озы сіноптыкаў на,7
1738,вах беларускай пра,9
1739,вах заробак пер,7
1740,ваў рэальнага сек,6
1741,яць нашу кра,5
1742,іць выразных тлу,7
1743,яць беларусь у,9
1744,нік уус гом,5
1745,іка рэгіянальнай ячэ,10
1746,коў афіцыйнага мін,8
1747,коў прыняць удз,8
1748,ана пакаранне сме,9
1749,вае распрацоўку мін,11
1750,вае складанне спр,9
1751,юць забарону на,9
1752,ага кошыка пры,5
1753,ала свае хар,7
1754,рую гледачам лац,10
1755,зду пешаходных пер,9
1756,кту будаўніцтва бел,10
1757,кты дадзеных аэс,5
1758,раз ліставанне са,10
1759,раз тысячу гад,5
1760,сці складзе кал,7
1761,цам сярэднюю зар,7
1762,мых замежных інв,7
1763,алі паўдзельнічаць у,9
1764,вай лукашэнку зра,9
1765,овы замежнай вал,7
1766,овы яны пав,4
1767,уем інтэрв'ю чэш,11
1768,ння тэлефонных зва,9
1769,нні гандлю і,5
1770,ваў банкаўскае абс,5
1771,аць разам з,5
1772,ння моладзі пра,7
1773,ацы місій між,5
1774,ных ставак па,6
1775,аць гэта раб,5
1776,аць праводзіць гра,8
1777,уць паляпшэнне сіт,10
1778,уць пашырэнне кро,9
1779,ягу некалькі гад,5
1780,віў належнай раш,7
1781,ста павінны вый,7
1782,ьбы сяброў вяр,8
1783,пры гэтым для,5
1784,пры гэтым спо,5
1785,пры гэтым сір,5
1786,пры гэтым хар,5
1787,пры дапамозе гал,9
1788,пры дапамозе пер,9
1789,пры мінімуме выд,5
1790,пры падзенні паш,8
1791,пры планаванні буд,10
1792,пры рэгістрацыі ўдз,11
1793,пры сварцы з,6
1794,цыі беларусі і,9
1795,цыі дзмітры кле,7
1796,сці паказчыкі па,7
1797,вёў дадатнае сал,7
1798,уні дэфіліравалі па,9
1799,жая студэнтка вуч,8
1800,ала ўпершыню ў,6
1801,ася першакурсніца фак,10
1802,ызы конкурсу адп,5
1803,аду віцэ-прэм'ер пры,14
1804,аць рашэнне зых,7
1805,ымі рашэнне і,7
1806,ялі рашэнне дзе,7
1807,ята рашэнне аб,5
1808,тым радай еўр,5
1809,тыя меры дап,5
1810,яць рашэнне і,7
1811,яць удзел у,7
1812,іць выкананне пак,9
1813,алі дзясяткі мёр,8
1814,ных рэсурсаў і,7
1815,ючы сабе нал,7
1816,уду асуджаным за,6
1817,уды толькі тым,5
1818,цца адзінай паз,7
1819,аць міжнародныя фін,10
1820,ння знешніх паз,6
1821,ння прамых зам,8
1822,"улі амаль 1,5",6
1823,ных напрамкаў раб,8
1824,ваў новую бан,5
1825,ваў інвестыцыйныя маг,12
1826,энт беларусі адм,9
1827,энт беларусі аля,9
1828,энт зацягне з,7
1829,нта краіны баш,7
1830,аты будуць дас,5
1831,тар мінпрыроды але,11
1832,тар міністэрства зам,10
1833,зіі літвы і,8
1834,іку збіраюся здз,8
1835,іцы шчаслівы эмо,9
1836,там прызначэння для,11
1837,таў засталіся без,10
1838,кту гледжання між,6
1839,нем еўрапейскай пал,9
1840,няў паміж бел,5
1841,нні будаўніцтва аст,10
1842,нні санкцый суп,5
1843,нае пахаладанне сін,11
1844,іды сяргея маў,8
1845,каў аховы зда,6
1846,"каў была 2,8",7
1847,ікі будуць атр,5
1848,оце навукова-вытворчага цэн,17
1849,ада еўропы раш,7
1850,дай еўрасаюза раш,10
1851,дам мясцовых біз,8
1852,раз звяртаецца да,9
1853,жны палітык зой,7
1854,ццё канфлікту пам,9
1855,ляд справы ула,7
1856,дае крокі еўр,6
1857,дзе знаходзіцца зак,8
1858,дзе камітэта па,9
1859,яду скаргі літ,6
1860,ыць свае сіл,7
1861,яць ужо тол,6
1862,эзе сектараў эка,5
1863,ючы практычна ўсё,9
1864,ках цяперашняга віз,7
1865,ней была сор,7
1866,ней кэтрын эшт,5
1867,ней перадаваў тэл,11
1868,ней сродкаў і,6
1869,ней яны ажы,6
1870,ала першакурсніца эка,10
1871,алі нашаму кар,5
1872,заў вадзім мах,8
1873,заў міністр ахо,7
1874,алі таксама пра,8
1875,іна высяваецца ў,9
1876,вёў ваэль аль,6
1877,вёў генеральны дыр,9
1878,іла пажар нац,7
1879,аны рэгламент вак,8
1880,нне алкаголю або,9
1881,ылі тэлеграфу ў,10
1882,уча асудзіў тэр,6
1883,нне дзейнічаць узг,6
1884,нне зыходзячы з,7
1885,нем рады ес,5
1886,ёне віцебскай воб,5
1887,ре заклікаў бел,9
1888,ре разам з,4
1889,бім гэта там,5
1890,ост дэпазітаў фіз,9
1891,ост рублёвых укл,8
1892,сту спажывецкіх цэн,10
1893,лёў паступіць у,10
1894,кія скралі ў,7
1895,мся дзесьці пам,6
1896,зык знешніх паз,6
1897,ьна ацаніць неб,4
1898,ага сектара аб,5
1899,ная заработная пла,9
1900,ную палітычную вол,9
1901,ным сектары эка,5
1902,ных працэнтных ста,8
1903,ных санкцый суп,5
1904,ных санкцый у,5
1905,цыі канцэпцыі кір,8
1906,цыі комплексу мер,5
1907,цыі падобных пра,7
1908,ент вакуумавання бул,12
1909,юць атрыманне эка,9
1910,цыі ўдзельнікаў стр,7
1911,ных ячэек пры,6
1912,рвы краіны пав,7
1913,саў практычна па,9
1914,цыі будуць тыч,5
1915,ага гідраметэацэнтра свя,15
1916,ікі карэя мун,7
1917,ыцы п'яны муж,6
1918,с пацярпелі 7,8
1919,са зручнымі сты,5
1920,са сваімі бел,6
1921,са славенскім і,7
1922,са спасылкай на,7
1923,са сталічных клу,7
1924,са студзенем на,5
1925,абе налічаныя на,7
1926,вет міністраў зам,7
1927,ета міністраў зам,7
1928,ета міністраў і,7
1929,іка дырэктар ніж,7
1930,іка еўрасаюз паш,10
1931,іка заявіў пер,8
1932,іка каля 20,7
1933,іка кампанія пад,8
1934,іка падчас неф,8
1935,іка патанула шас,9
1936,іка першы нам,5
1937,іка першым пра,5
1938,іка прэс-сакратар мін,6
1939,іка расказаў мін,8
1940,іка сваякі ула,7
1941,іка яны буд,6
1942,іку гэтага год,5
1943,ьда знешняга ган,6
1944,сам фінал уяў,7
1945,йна вывучылі бел,7
1946,мая прыгожая сту,8
1947,амы халодны кра,7
1948,амы цёплы кра,5
1949,мым далёкім пун,7
1950,мым цёплым кра,5
1951,мыя розныя кір,8
1952,амі знаходзяць сва,8
1953,іту кіраўнікоў мзс,12
1954,цый супраць бел,5
1955,цый супраць лук,5
1956,цыі адпраўляюць вел,11
1957,цыі супраць бел,5
1958,ўды пачалі кар,9
1959,ага развіцця кра,11
1960,ных паслуг у,5
1961,аюз зрабіў яшч,8
1962,вае прадстаўніцтвы ў,13
1963,вае прапановы яны,10
1964,вае сілы ў,5
1965,ваю пазіцыю вел,7
1966,ваю сцэнічную кул,8
1967,ваю чаргу нач,8
1968,ваю чаргу суп,5
1969,ваю ініцыятыву і,11
1970,кам пакараных не,9
1971,які уладзіслава кав,12
1972,аёй слаўнай гіс,6
1973,аёй харызмай і,5
1974,імі беларускімі сяб,9
1975,аіх дзеяннях і,7
1976,аіх сяброў я,8
1977,аіх юрыдычных аба,8
1978,еце апраўдваюцца ў,7
1979,вой гонар і,5
1980,мым ухіленні ад,8
1981,ана рыбакова 20,9
1982,ана рыбакова пад,9
1983,сем выхадаў на,5
1984,сем гадоў кра,7
1985,еул дырэктар нац,7
1986,ала кэтрын эшт,5
1987,заў аляксандр лук,9
1988,іць спажыванне пал,10
1989,рга уладзіслава кав,12
1990,ргі літвы аб,8
1991,нне справаздачы аб,12
1992,дзе каля 0,7
1993,дзе каля 500,7
1994,ала каля 11,5
1995,вах алены пен,6
1996,вах міністра ахо,7
1997,вах прадстаўніка бел,15
1998,хаю самыя роз,5
1999,рці свайго сын,9
2000,ага пакарання з'я,9
2001,ага прысуду асу,8
2002,нае пакаранне і,7
2003,ымі прысудамі ў,8
2004,ныя прысуды тол,8
2005,ныя прысуды ў,8
2006,жня гэтага год,5
2007,ана міхейцава з,7
2008,сон гынам і,7
2009,нне паліва на,5
2010,нна адказваць на,7
